date,course,race_id,off,race_name,class,pattern,age_band,dist_m,going,surface,ran,num,pos,draw,ovr_btn,horse_id,horse,age,sex,lbs,hg,secs,dec,jockey_id,jockey,trainer_id,trainer,or,rpr,sire_id,sire,dam_id,dam,damsire_id,damsire
2023-02-26,Sha Tin (HK),834157,6:30,Citi Ultima Handicap  (3yo+) (Course A+3) (Turf),Class 4,,3yo+,1200.0,Good To Firm,Turf,14,7,3,5,1.5,4912568,Round The Globe (AUS),3,G,127,,69.39,4.30,88634,Karis Teetan,13936,P F Yiu,52,59,893171,Hellbent (AUS),854820,Palace Rock (NZ),596550,Fastnet Rock
2023-02-26,Sha Tin (HK),834157,6:30,Citi Ultima Handicap  (3yo+) (Course A+3) (Turf),Class 4,,3yo+,1200.0,Good To Firm,Turf,14,5,4,4,2.25,4855622,Lost Child (NZ),3,G,127,,69.54,11.00,79529,Hugh Bowman,20011,C W Chang,52,57,705659,Swiss Ace (AUS),1572679,Loch Leven (AUS),462805,General Nediym
2023-02-26,Sha Tin (HK),834157,6:30,Citi Ultima Handicap  (3yo+) (Course A+3) (Turf),Class 4,,3yo+,1200.0,Good To Firm,Turf,14,2,5,14,2.75,3880842,Awesome Treasure (NZ),5,G,134,ht,69.64,62.00,95383,L Hewitson,3550,David A Hayes,59,62,842791,Charm Spirit (IRE),2821309,Bizz (NZ),63261,Volksraad
2023-02-26,Sha Tin (HK),834157,6:30,Citi Ultima Handicap  (3yo+) (Course A+3) (Turf),Class 4,,3yo+,1200.0,Good To Firm,Turf,14,10,6,2,4.25,2478184,Trust Me (NZ),7,G,124,hb,69.94,7.90,85541,Alexis Badel,15856,C H Yip,49,48,678387,Guillotine (NZ),802872,Cassie May (NZ),634177,Red Clubs
2023-02-26,Sha Tin (HK),834157,6:30,Citi Ultima Handicap  (3yo+) (Course A+3) (Turf),Class 4,,3yo+,1200.0,Good To Firm,Turf,14,4,7,12,4.25,4855621,Happy For All (AUS),3,G,132,tp,69.95,6.40,87112,James McDonald,35043,Jamie Richards,57,55,994414,Impending (AUS),4855620,Ilovewhatsebrings (AUS),704777,Sebring
2023-02-26,Sha Tin (HK),834157,6:30,Citi Ultima Handicap  (3yo+) (Course A+3) (Turf),Class 4,,3yo+,1200.0,Good To Firm,Turf,14,6,8,13,4.5,4863556,Multidarling (AUS),3,G,125,,69.99,20.00,99123,Jerry Chau,30441,T P Yung,52,49,888702,Shalaa (IRE),3098194,Stellar Vinia (AUS),509318,Redoutes Choice
2023-02-26,Sha Tin (HK),834157,6:30,Citi Ultima Handicap  (3yo+) (Course A+3) (Turf),Class 4,,3yo+,1200.0,Good To Firm,Turf,14,14,9,10,4.75,3275800,Soaring Tower (NZ),6,G,118,b,70.05,28.00,91255,V Borges,28673,W Y So,43,40,842791,Charm Spirit (IRE),3275799,Key To Success (NZ),575178,Thorn Park
2023-02-26,Sha Tin (HK),834157,6:30,Citi Ultima Handicap  (3yo+) (Course A+3) (Turf),Class 4,,3yo+,1200.0,Good To Firm,Turf,14,8,10,7,5,4241564,Noble One (AUS),4,G,126,t,70.09,22.00,90687,C Y Ho,12762,K W Lui,51,47,872464,Deep Field (AUS),709797,Sugar Bay (CAN),677780,Syncline
2023-02-26,Sha Tin (HK),834157,6:30,Citi Ultima Handicap  (3yo+) (Course A+3) (Turf),Class 4,,3yo+,1200.0,Good To Firm,Turf,14,11,11,8,5.5,4770046,Beat Hollow (AUS),4,G,123,,70.19,28.00,88536,K C Leung,17998,Y S Tsui,48,43,879899,Outreach (AUS),4770045,Warrilla (AUS),553597,Magic Albert
2023-02-26,Sha Tin (HK),834157,6:30,Citi Ultima Handicap  (3yo+) (Course A+3) (Turf),Class 4,,3yo+,1200.0,Good To Firm,Turf,14,13,12,11,5.75,4019239,Super Highway (AUS),4,G,123,tv,70.24,27.00,88434,Matthew Chadwick,33689,F C Lor,48,42,872464,Deep Field (AUS),1944330,Mosoru (AUS),526692,Black Minnaloushe
2023-02-26,Sha Tin (HK),834157,6:30,Citi Ultima Handicap  (3yo+) (Course A+3) (Turf),Class 4,,3yo+,1200.0,Good To Firm,Turf,14,12,13,6,6.75,4713632,I Give (NZ),4,G,123,et,70.44,33.00,83746,Silvestre De Sousa,39762,P C Ng,48,39,681421,Per Incanto (USA),1364026,Grace And Eva (NZ),500343,Stravinsky
2023-02-26,Sha Tin (HK),834157,6:30,Citi Ultima Handicap  (3yo+) (Course A+3) (Turf),Class 4,,3yo+,1200.0,Good To Firm,Turf,14,9,14,3,8.25,4770043,Soaring Pengshan (NZ),4,G,126,t,70.74,73.00,98196,L J Ferraris,35035,Jimmy Ting,51,37,710836,Zacinto (GB),4770042,Los Cabos (NZ),695767,Mastercraftsman
2023-02-26,Sha Tin (HK),834158,7:00,Citi Private Bank Handicap  (3yo+) (Course A+3) (Turf),Class 3,,3yo+,1000.0,Good To Firm,Turf,14,5,1,3,0,3399418,Pleasant Endeavor (AUS),5,G,126,b,56.45,20.00,88536,K C Leung,13936,P F Yiu,70,82,509318,Redoutes Choice (AUS),829066,Via Africa (SAF),604760,Var
2023-02-26,Sha Tin (HK),834158,7:00,Citi Private Bank Handicap  (3yo+) (Course A+3) (Turf),Class 3,,3yo+,1000.0,Good To Firm,Turf,14,6,2,14,.5,4017558,Dancing Code (AUS),4,G,123,et,56.55,9.80,90687,C Y Ho,16095,C Fownes,67,77,867342,Panzer Division (AUS),887131,Parraay (AUS),656388,Excites
2023-02-26,Sha Tin (HK),834158,7:00,Citi Private Bank Handicap  (3yo+) (Course A+3) (Turf),Class 3,,3yo+,1000.0,Good To Firm,Turf,14,2,3,11,1,3047747,Run Run Cool (AUS),5,G,131,e/s,56.65,22.00,82882,Blake Shinn,33689,F C Lor,75,83,633815,Written Tycoon (AUS),804775,Golden Penny (AUS),547069,Blevic
2023-02-26,Sha Tin (HK),834158,7:00,Citi Private Bank Handicap  (3yo+) (Course A+3) (Turf),Class 3,,3yo+,1000.0,Good To Firm,Turf,14,11,4,12,1.75,3923519,Ennea Fortune (NZ),5,G,119,ht,56.80,17.00,95383,L Hewitson,15856,C H Yip,63,69,796044,Niagara (AUS),849857,Dame Margot (NZ),72133,Dance Floor
2023-02-26,Sha Tin (HK),834158,7:00,Citi Private Bank Handicap  (3yo+) (Course A+3) (Turf),Class 3,,3yo+,1000.0,Good To Firm,Turf,14,1,5,6,3.5,2455782,Metro Warrior (AUS),6,G,135,b,57.15,30.00,88634,Karis Teetan,3550,David A Hayes,79,78,596550,Fastnet Rock (AUS),483947,Scandinavia (AUS),460778,Snippets
2023-02-26,Sha Tin (HK),834158,7:00,Citi Private Bank Handicap  (3yo+) (Course A+3) (Turf),Class 3,,3yo+,1000.0,Good To Firm,Turf,14,14,6,8,3.5,3437721,Talents Supremo (GB),4,G,119,,57.16,147.00,76995,Luke Currie,31473,Richard Gibson,63,62,739856,Bated Breath (GB),844210,Tested GB,62150,Selkirk
2023-02-26,Sha Tin (HK),834158,7:00,Citi Private Bank Handicap  (3yo+) (Course A+3) (Turf),Class 3,,3yo+,1000.0,Good To Firm,Turf,14,7,7,7,3.5,3851569,Victory Moments (AUS),3,G,123,t,57.16,4.40,82339,Zac Purton,33689,F C Lor,67,66,897595,Spieth (NZ),901091,Tris (AUS),698454,Street Boss
2023-02-26,Sha Tin (HK),834158,7:00,Citi Private Bank Handicap  (3yo+) (Course A+3) (Turf),Class 3,,3yo+,1000.0,Good To Firm,Turf,14,4,8,13,4.75,4292097,Lucky Eight (AUS),4,G,126,p,57.40,3.70,92912,Jamie Kah,13936,P F Yiu,70,64,879768,Pride Of Dubai (AUS),4292096,Hussy Five Oh (AUS),671991,Husson
2023-02-26,Sha Tin (HK),834158,7:00,Citi Private Bank Handicap  (3yo+) (Course A+3) (Turf),Class 3,,3yo+,1000.0,Good To Firm,Turf,14,10,9,2,5.5,4417984,Fortune Warrior (NZ),3,G,120,,57.55,27.00,83746,Silvestre De Sousa,39762,P C Ng,64,56,705659,Swiss Ace (AUS),2701394,Sainted (AUS),518730,More Than Ready
2023-02-26,Sha Tin (HK),834158,7:00,Citi Private Bank Handicap  (3yo+) (Course A+3) (Turf),Class 3,,3yo+,1000.0,Good To Firm,Turf,14,8,10,1,6,4699454,Superb Capitalist (AUS),3,G,112,ht,57.65,5.80,101468,Angus Chung,12767,A S Cruz,66,57,901048,Capitalist (AUS),890035,Shamana (AUS),602045,Shamardal
2023-02-26,Sha Tin (HK),834158,7:00,Citi Private Bank Handicap  (3yo+) (Course A+3) (Turf),Class 3,,3yo+,1000.0,Good To Firm,Turf,14,13,11,9,6.5,4912569,Noble Win (AUS),4,G,119,,57.75,7.20,85541,Alexis Badel,12739,J Size,63,52,872464,Deep Field (AUS),3087310,Doctrine (AUS),588470,Artie Schiller
2023-02-26,Sha Tin (HK),834158,7:00,Citi Private Bank Handicap  (3yo+) (Course A+3) (Turf),Class 3,,3yo+,1000.0,Good To Firm,Turf,14,3,12,5,6.75,3445016,Superb Boy (AUS),4,G,127,t,57.80,14.00,79529,Hugh Bowman,12762,K W Lui,71,59,715475,Nicconi (AUS),3445015,Jolie Joy (AUS),644917,Kendargent
2023-02-26,Sha Tin (HK),834158,7:00,Citi Private Bank Handicap  (3yo+) (Course A+3) (Turf),Class 3,,3yo+,1000.0,Good To Firm,Turf,14,12,13,10,7,4076278,Lean Master (GB),3,C,119,t,57.85,205.00,91255,V Borges,15856,C H Yip,63,58,1371798,Havana Grey (GB),1953187,Fair Maiden (JPN),92036,Carnegie
2023-02-26,Sha Tin (HK),834158,7:00,Citi Private Bank Handicap  (3yo+) (Course A+3) (Turf),Class 3,,3yo+,1000.0,Good To Firm,Turf,14,9,14,4,10.25,3125339,G Liner (GB),5,H,119,,58.50,150.00,99123,Jerry Chau,30441,T P Yung,65,40,733304,Siyouni (FR),758044,Toi Et Moi (IRE),531769,Galileo
2023-02-26,Sha Tin (HK),834159,7:35,Citi Wealth Management Services Handicap  (3yo+) (Course A+3) (Turf),Class 4,,3yo+,1400.0,Good To Firm,Turf,14,2,1,13,0,4827257,Unpresuming (IRE),4,G,132,b,82.37,3.80,82339,Zac Purton,12739,J Size,57,68,739856,Bated Breath (GB),2996928,Shy Audience (IRE),800166,Sir Prancealot
2023-02-26,Sha Tin (HK),834159,7:35,Citi Wealth Management Services Handicap  (3yo+) (Course A+3) (Turf),Class 4,,3yo+,1400.0,Good To Firm,Turf,14,1,2,9,0.3,3849678,Good News (NZ),5,G,134,tb,82.43,5.90,92912,Jamie Kah,13936,P F Yiu,59,69,693355,Rios (NZ),3474673,Diamond Lindauer (NZ),667782,Fast N Famous
2023-02-26,Sha Tin (HK),834159,7:35,Citi Wealth Management Services Handicap  (3yo+) (Course A+3) (Turf),Class 4,,3yo+,1400.0,Good To Firm,Turf,14,8,3,10,.5,3125401,War Weapon (AUS),5,G,129,t,82.47,8.20,83746,Silvestre De Sousa,39762,P C Ng,54,63,856471,Time For War (AUS),2236894,Sunbrella (AUS),455293,Peintre Celebre
2023-02-26,Sha Tin (HK),834159,7:35,Citi Wealth Management Services Handicap  (3yo+) (Course A+3) (Turf),Class 4,,3yo+,1400.0,Good To Firm,Turf,14,13,4,6,1.5,2861811,Lifeline Vision (AUS),6,G,122,p,82.67,26.00,88536,K C Leung,3550,David A Hayes,47,53,804723,Pierro (AUS),759572,Princess Quality (AUS),466191,Elusive Quality
2023-02-26,Sha Tin (HK),834159,7:35,Citi Wealth Management Services Handicap  (3yo+) (Course A+3) (Turf),Class 4,,3yo+,1400.0,Good To Firm,Turf,14,4,5,1,2,2084928,Kasi Farasi (AUS),8,G,125,,82.77,29.00,95720,K H Alfred Chan,15856,C H Yip,55,61,726300,Reward For Effort (AUS),2084927,Disturbingthepeace (NZ),546212,High Chaparral
2023-02-26,Sha Tin (HK),834159,7:35,Citi Wealth Management Services Handicap  (3yo+) (Course A+3) (Turf),Class 4,,3yo+,1400.0,Good To Firm,Turf,14,7,6,4,2,4798030,Thunderboltaurus (NZ),4,G,129,,82.78,3.20,79529,Hugh Bowman,23445,D J Hall,54,60,870402,Turn Me Loose (NZ),4798029,Goyescas (AUS),455703,Encosta De Lago
2023-02-26,Sha Tin (HK),834159,7:35,Citi Wealth Management Services Handicap  (3yo+) (Course A+3) (Turf),Class 4,,3yo+,1400.0,Good To Firm,Turf,14,11,7,7,2.75,4785146,Romantic Laos (NZ),4,G,125,ht,82.92,25.00,82882,Blake Shinn,35043,Jamie Richards,50,54,519564,Pins (AUS),4785145,Zaburn (NZ),460016,Zabeel
2023-02-26,Sha Tin (HK),834159,7:35,Citi Wealth Management Services Handicap  (3yo+) (Course A+3) (Turf),Class 4,,3yo+,1400.0,Good To Firm,Turf,14,3,8,8,3.5,3507853,Blissful Star (NZ),5,G,130,tv,83.07,12.00,88634,Karis Teetan,35035,Jimmy Ting,55,56,779232,Power (GB),809584,La Vienne (NZ),575178,Thorn Park
2023-02-26,Sha Tin (HK),834159,7:35,Citi Wealth Management Services Handicap  (3yo+) (Course A+3) (Turf),Class 4,,3yo+,1400.0,Good To Firm,Turf,14,5,9,5,3.5,2879972,The Hulk (AUS),7,G,130,,83.08,18.00,90687,C Y Ho,16095,C Fownes,55,56,759607,Spirit Of Boom (AUS),2879971,Friendly Glow (AUS),486188,Iglesia
2023-02-26,Sha Tin (HK),834159,7:35,Citi Wealth Management Services Handicap  (3yo+) (Course A+3) (Turf),Class 4,,3yo+,1400.0,Good To Firm,Turf,14,9,10,2,5.5,4810970,Ladys Choice (NZ),3,G,126,he,83.47,26.00,98196,L J Ferraris,20011,C W Chang,51,47,842791,Charm Spirit (IRE),1008665,No Pushover (NZ),519564,Pins
2023-02-26,Sha Tin (HK),834159,7:35,Citi Wealth Management Services Handicap  (3yo+) (Course A+3) (Turf),Class 4,,3yo+,1400.0,Good To Firm,Turf,14,14,11,3,5.75,4292090,Young Sparkle (FR),4,G,120,,83.52,75.00,88642,Antoine Hamelin,14044,A T Millard,45,40,671647,Dark Angel (IRE),866166,Reprint (IRE),522845,Nayef
2023-02-26,Sha Tin (HK),834159,7:35,Citi Wealth Management Services Handicap  (3yo+) (Course A+3) (Turf),Class 4,,3yo+,1400.0,Good To Firm,Turf,14,10,12,12,6.25,4778497,Chill Way (NZ),4,G,125,h,83.62,47.00,88434,Matthew Chadwick,28673,W Y So,50,44,632831,Darci Brahma (NZ),596555,Flying Firebird (NZ),500343,Stravinsky
2023-02-26,Sha Tin (HK),834159,7:35,Citi Wealth Management Services Handicap  (3yo+) (Course A+3) (Turf),Class 4,,3yo+,1400.0,Good To Firm,Turf,14,6,13,14,6.75,4001794,Beauty Mission (AUS),5,G,129,tp,83.72,41.00,85541,Alexis Badel,33689,F C Lor,54,46,764856,Pluck (USA),901767,Mollycat (AUS),510505,Catbird
2023-02-26,Sha Tin (HK),834159,7:35,Citi Wealth Management Services Handicap  (3yo+) (Course A+3) (Turf),Class 4,,3yo+,1400.0,Good To Firm,Turf,14,12,14,11,10.75,2346225,Royal Agility (SAF),7,G,121,tb,84.52,116.00,99123,Jerry Chau,17998,Y S Tsui,48,30,714606,Mambo In Seattle (USA),2346224,Captains Lullaby (SAF),621320,Captain Al
2023-02-26,Sha Tin (HK),834160,8:05,Citi Hong Kong Gold Cup  (3yo+) (Course A+3) (Turf),,Group 1,3yo+,2000.0,Good To Firm,Turf,7,1,1,4,0,2594347,Golden Sixty (AUS),7,G,126,,119.98,2.30,90687,C Y Ho,12762,K W Lui,131,123,561466,Medaglia dOro (USA),658633,Gaudeamus (USA),476627,Distorted Humor
2023-02-26,Sha Tin (HK),834160,8:05,Citi Hong Kong Gold Cup  (3yo+) (Course A+3) (Turf),,Group 1,3yo+,2000.0,Good To Firm,Turf,7,2,2,6,0.2,3888874,Romantic Warrior (IRE),5,G,126,t,120.02,1.50,88634,Karis Teetan,16058,C S Shum,130,123,541314,Acclamation (GB),840171,Folk Melody (IRE),537646,Street Cry
2023-02-26,Sha Tin (HK),834160,8:05,Citi Hong Kong Gold Cup  (3yo+) (Course A+3) (Turf),,Group 1,3yo+,2000.0,Good To Firm,Turf,7,5,3,1,1.5,3443221,Money Catcher (NZ),5,G,126,,120.28,46.00,83746,Silvestre De Sousa,33689,F C Lor,113,120,830777,Ferlax (NZ),3443220,Warrens Sister (NZ),597619,Savabeel
2023-02-26,Sha Tin (HK),834160,8:05,Citi Hong Kong Gold Cup  (3yo+) (Course A+3) (Turf),,Group 1,3yo+,2000.0,Good To Firm,Turf,7,6,4,2,2.25,1554597,Glorious Dragon (IRE),8,G,126,t,120.43,79.00,88632,Harry Bentley,39762,P C Ng,115,119,649434,Teofilo (IRE),606628,Tipperary Honor (FR),304228,Highest Honor
2023-02-26,Sha Tin (HK),834160,8:05,Citi Hong Kong Gold Cup  (3yo+) (Course A+3) (Turf),,Group 1,3yo+,2000.0,Good To Firm,Turf,7,7,5,3,2.5,2738970,Panfield (CHI),6,H,126,t,120.48,44.00,79529,Hugh Bowman,14044,A T Millard,114,118,740067,Lookin At Lucky (USA),811234,Esterina (ARG),499986,Orpen
2023-02-26,Sha Tin (HK),834160,8:05,Citi Hong Kong Gold Cup  (3yo+) (Course A+3) (Turf),,Group 1,3yo+,2000.0,Good To Firm,Turf,7,3,6,5,4.5,2701480,Tourbillon Diamond (AUS),6,G,126,tb,120.88,32.00,85541,Alexis Badel,16058,C S Shum,119,114,811093,Olympic Glory (IRE),792064,Modave (NZ),503034,Montjeu
2023-02-26,Sha Tin (HK),834160,8:05,Citi Hong Kong Gold Cup  (3yo+) (Course A+3) (Turf),,Group 1,3yo+,2000.0,Good To Firm,Turf,7,4,7,7,21.75,1996387,Ka Ying Star (GB),8,G,126,tv,124.33,53.00,87112,James McDonald,12767,A S Cruz,112,79,713852,Cityscape (GB),603156,Casual Glance GB,517440,Sinndar
2023-02-26,Sha Tin (HK),834161,8:40,Citi Insurance Services Handicap  (3yo+) (Course A+3) (Turf),Class 3,,3yo+,1800.0,Good To Firm,Turf,14,5,1,1,0,4239324,Straight Arron (AUS),4,G,131,,107.68,6.56,82882,Blake Shinn,16095,C Fownes,73,86,596550,Fastnet Rock (AUS),873096,Imperial Lass (NZ),716511,Tavistock
2023-02-26,Sha Tin (HK),834161,8:40,Citi Insurance Services Handicap  (3yo+) (Course A+3) (Turf),Class 3,,3yo+,1800.0,Good To Firm,Turf,14,11,2,6,1.25,3032769,Natural Storm (NZ),6,G,126,b,107.93,12.00,92912,Jamie Kah,13936,P F Yiu,68,78,519564,Pins (AUS),668238,Miracle Miss (NZ),459025,OReilly
2023-02-26,Sha Tin (HK),834161,8:40,Citi Insurance Services Handicap  (3yo+) (Course A+3) (Turf),Class 3,,3yo+,1800.0,Good To Firm,Turf,14,9,3,12,1.75,3437632,Snaffles (IRE),4,G,129,,108.03,25.00,88634,Karis Teetan,3550,David A Hayes,71,80,906477,Churchill (IRE),642177,Annabelle Ja (FR),97591,Singspiel
2023-02-26,Sha Tin (HK),834161,8:40,Citi Insurance Services Handicap  (3yo+) (Course A+3) (Turf),Class 3,,3yo+,1800.0,Good To Firm,Turf,14,12,4,4,2,4033870,Nicholson Returns (NZ),4,G,124,b,108.08,3.80,95383,L Hewitson,23445,D J Hall,66,74,584449,Iffraaj (GB),771452,Hearts Delight (AUS),532078,Show A Heart
2023-02-26,Sha Tin (HK),834161,8:40,Citi Insurance Services Handicap  (3yo+) (Course A+3) (Turf),Class 3,,3yo+,1800.0,Good To Firm,Turf,14,7,5,9,3.25,3780002,Happy Together (IRE),4,G,130,t,108.33,6.90,85541,Alexis Badel,31473,Richard Gibson,72,78,786762,Dragon Pulse (IRE),905637,Ruby Girl (IRE),679954,Fast Company
2023-02-26,Sha Tin (HK),834161,8:40,Citi Insurance Services Handicap  (3yo+) (Course A+3) (Turf),Class 3,,3yo+,1800.0,Good To Firm,Turf,14,6,6,2,3.75,3096582,Escape Route (IRE),5,G,130,h,108.43,11.00,91255,V Borges,12739,J Size,72,77,637069,Dandy Man (IRE),858060,Elaysa GB,602045,Shamardal
2023-02-26,Sha Tin (HK),834161,8:40,Citi Insurance Services Handicap  (3yo+) (Course A+3) (Turf),Class 3,,3yo+,1800.0,Good To Firm,Turf,14,4,7,5,3.75,3970664,Romantic Charm (NZ),4,G,134,tb,108.44,9.50,87112,James McDonald,16058,C S Shum,76,81,597619,Savabeel (AUS),845022,Keyarna Blue (NZ),459025,OReilly
2023-02-26,Sha Tin (HK),834161,8:40,Citi Insurance Services Handicap  (3yo+) (Course A+3) (Turf),Class 3,,3yo+,1800.0,Good To Firm,Turf,14,3,8,3,4.25,4233770,Woodfire Bro (NZ),4,G,135,t,108.53,9.60,88536,K C Leung,12760,L Ho,77,81,752570,Echoes Of Heaven (AUS),958483,Pico Turquino GB,649434,Teofilo
2023-02-26,Sha Tin (HK),834161,8:40,Citi Insurance Services Handicap  (3yo+) (Course A+3) (Turf),Class 3,,3yo+,1800.0,Good To Firm,Turf,14,1,9,10,4.75,2140716,Superbella (GB),7,G,135,tb,108.63,56.00,90687,C Y Ho,33689,F C Lor,77,80,428414,Passing Glance (GB),816125,Lizzie Tudor GB,688178,Tamayuz
2023-02-26,Sha Tin (HK),834161,8:40,Citi Insurance Services Handicap  (3yo+) (Course A+3) (Turf),Class 3,,3yo+,1800.0,Good To Firm,Turf,14,8,10,14,5,3116511,S J Tourbillon (IRE),5,G,129,tb,108.68,13.00,79529,Hugh Bowman,36353,Douglas Whyte,71,73,531769,Galileo (IRE),637235,Shermeen (IRE),94325,Desert Style
2023-02-26,Sha Tin (HK),834161,8:40,Citi Insurance Services Handicap  (3yo+) (Course A+3) (Turf),Class 3,,3yo+,1800.0,Good To Firm,Turf,14,14,11,8,6,1596881,Righteous Doctrine (FR),8,G,118,,108.88,47.00,83746,Silvestre De Sousa,20011,C W Chang,60,60,733304,Siyouni (FR),1439493,Healing Dream (FR),503034,Montjeu
2023-02-26,Sha Tin (HK),834161,8:40,Citi Insurance Services Handicap  (3yo+) (Course A+3) (Turf),Class 3,,3yo+,1800.0,Good To Firm,Turf,14,10,12,13,6,2280373,Entrusted (GB),7,G,128,tp,108.89,46.00,88434,Matthew Chadwick,28673,W Y So,70,70,748243,Nathaniel (IRE),811705,Royal Empress (IRE),657462,Holy Roman Emperor
2023-02-26,Sha Tin (HK),834161,8:40,Citi Insurance Services Handicap  (3yo+) (Course A+3) (Turf),Class 3,,3yo+,1800.0,Good To Firm,Turf,14,2,13,11,6.5,3346503,Winning Dragon (CHI),5,G,135,ht,108.98,52.00,98196,L J Ferraris,12767,A S Cruz,77,76,637785,Ivan Denisovich (IRE),2425502,Perdoname (CHI),91691,Stuka
2023-02-26,Sha Tin (HK),834161,8:40,Citi Insurance Services Handicap  (3yo+) (Course A+3) (Turf),Class 3,,3yo+,1800.0,Good To Firm,Turf,14,13,14,7,11.75,4843486,Quantum Patch (IRE),4,G,124,,110.03,12.00,82339,Zac Purton,39762,P C Ng,66,54,859275,Gleneagles (IRE),791317,Naruko (USA),537646,Street Cry
2023-02-26,Sha Tin (HK),834162,9:15,Hong Kong Classic Cup (Conditions) (4yo) (Course A+3) (Turf),,,4yo,1800.0,Good To Firm,Turf,14,8,1,5,0,4334922,Super Sunny Sing (AUS),4,G,126,h,106.26,3.40,90687,C Y Ho,28673,W Y So,84,95,715475,Nicconi (AUS),752690,Red Centre (AUS),467102,Rubiton
2023-02-26,Sha Tin (HK),834162,9:15,Hong Kong Classic Cup (Conditions) (4yo) (Course A+3) (Turf),,,4yo,1800.0,Good To Firm,Turf,14,9,2,13,.5,3240121,Sword Point (AUS),4,G,126,p,106.36,10.00,79529,Hugh Bowman,33689,F C Lor,84,94,868021,American Pharoah (USA),854809,Jazz Song (AUS),596550,Fastnet Rock
2023-02-26,Sha Tin (HK),834162,9:15,Hong Kong Classic Cup (Conditions) (4yo) (Course A+3) (Turf),,,4yo,1800.0,Good To Firm,Turf,14,7,3,11,2.75,4033864,Galaxy Witness (AUS),4,G,126,b,106.81,18.00,82882,Blake Shinn,16095,C Fownes,84,89,751815,Star Witness (AUS),2564983,Black Tulip (AUS),542432,Lonhro
2023-02-26,Sha Tin (HK),834162,9:15,Hong Kong Classic Cup (Conditions) (4yo) (Course A+3) (Turf),,,4yo,1800.0,Good To Firm,Turf,14,4,4,1,2.75,4313147,Tuchel (NZ),4,G,126,,106.82,4.10,82339,Zac Purton,12739,J Size,88,89,717010,Redwood (GB),779564,Trista Rossa (AUS),509320,Testa Rossa
2023-02-26,Sha Tin (HK),834162,9:15,Hong Kong Classic Cup (Conditions) (4yo) (Course A+3) (Turf),,,4yo,1800.0,Good To Firm,Turf,14,6,5,10,3.5,4288084,Flagship Warrior (AUS),4,G,126,,106.96,53.00,88634,Karis Teetan,3550,David A Hayes,84,88,780033,Foxwedge (AUS),3087328,Inishmore (AUS),518730,More Than Ready
2023-02-26,Sha Tin (HK),834162,9:15,Hong Kong Classic Cup (Conditions) (4yo) (Course A+3) (Turf),,,4yo,1800.0,Good To Firm,Turf,14,2,6,6,4,4105551,Voyage Bubble (AUS),4,G,126,p,107.06,4.20,92912,Jamie Kah,13936,P F Yiu,93,87,872464,Deep Field (AUS),857980,Raheights (AUS),13903,Rahy
2023-02-26,Sha Tin (HK),834162,9:15,Hong Kong Classic Cup (Conditions) (4yo) (Course A+3) (Turf),,,4yo,1800.0,Good To Firm,Turf,14,14,7,4,5,3707442,Bons A Pearla (AUS),4,F,122,p,107.26,44.00,95383,L Hewitson,3550,David A Hayes,80,80,688508,Bon Hoffa (AUS),3707441,Treasure Island (AUS),705567,Duporth
2023-02-26,Sha Tin (HK),834162,9:15,Hong Kong Classic Cup (Conditions) (4yo) (Course A+3) (Turf),,,4yo,1800.0,Good To Firm,Turf,14,13,8,8,5.25,3605514,Sinba (AUS),4,G,126,tb,107.31,89.00,99123,Jerry Chau,35043,Jamie Richards,79,84,904208,Xtravagant (NZ),1157573,Kamili (AUS),657574,Bernardini
2023-02-26,Sha Tin (HK),834162,9:15,Hong Kong Classic Cup (Conditions) (4yo) (Course A+3) (Turf),,,4yo,1800.0,Good To Firm,Turf,14,12,9,3,5.75,4389370,Majestic Colour (AUS),4,G,126,hv,107.41,63.00,88434,Matthew Chadwick,33689,F C Lor,80,83,742548,So You Think (NZ),4389369,Vivid Diamonte (AUS),596550,Fastnet Rock
2023-02-26,Sha Tin (HK),834162,9:15,Hong Kong Classic Cup (Conditions) (4yo) (Course A+3) (Turf),,,4yo,1800.0,Good To Firm,Turf,14,11,10,12,6,3886721,La City Blanche (ARG),4,G,126,ht,107.46,33.00,85541,Alexis Badel,12767,A S Cruz,80,83,713852,Cityscape (GB),932496,Etoile Blanc (BRZ),470316,Nedawi
2023-02-26,Sha Tin (HK),834162,9:15,Hong Kong Classic Cup (Conditions) (4yo) (Course A+3) (Turf),,,4yo,1800.0,Good To Firm,Turf,14,5,11,7,8.5,4599392,Sweet Encounter (NZ),4,G,126,,107.96,24.00,76995,Luke Currie,12739,J Size,86,77,800174,Toronado (IRE),755902,Haumea (AUS),455703,Encosta De Lago
2023-02-26,Sha Tin (HK),834162,9:15,Hong Kong Classic Cup (Conditions) (4yo) (Course A+3) (Turf),,,4yo,1800.0,Good To Firm,Turf,14,10,12,9,8.75,3564070,Encountered (IRE),4,G,126,htb,108.01,28.00,83746,Silvestre De Sousa,12787,K L Man,83,77,906477,Churchill (IRE),815020,Enrol GB,107700,Pivotal
2023-02-26,Sha Tin (HK),834162,9:15,Hong Kong Classic Cup (Conditions) (4yo) (Course A+3) (Turf),,,4yo,1800.0,Good To Firm,Turf,14,1,13,2,9.5,3402614,Keefy (AUS),4,G,126,h,108.16,13.00,88536,K C Leung,33689,F C Lor,100,75,805807,All Too Hard (AUS),812520,Urban Rocker (AUS),596550,Fastnet Rock
